customerid,age,gender,category,orderdate,shipdate,deliverytimedays,latedeliveryflag,unitprice,quantity,discountpercent,revenue,profit,totalordersbycustomer,customerlifetimevalue,campaignname,adspend,shippingprovider,highriskcustomerflag,shippingcost,paymentmethod,customersegment,returned,devicetype,orderstatus,warehouselocation,acquisitionchannel,productcostinr,grossmargininr,couponcodeused,calculated_profit,order_year,order_month,order_day,order_weekday,profit_margin_percent,,,,,,,,
CUST03035,53,Male,Home,03-02-2023,15-02-2023,12,Yes,1463.98,6,15,7466.298,1715.111229,33,38430.98478,Summer Bonanza,0,Ecomexpress,Yes,285.65,Debit Card,Loyal,No,Desktop,Cancelled,Delhi Wh,Organic,18074.28718,1142.670386,Yes,-10607.98918,2023,2,3,Friday,22.97137389,,,,,,,,
CUST00803,18,Male,Clothing,09-05-2024,14-05-2024,5,No,4513.11,1,20,3610.488,1408.698096,47,7316.165595,Summer Bonanza,0,Indiapost,No,280.86,Upi,Loyal,No,Desktop,Shipped,Bangalore Wh,Google Ads,3060.049283,2656.07209,Yes,550.438717,2024,5,9,Thursday,39.01683362,,,,,,,,
CUST03057,40,Male,Electronics,28-02-2024,09-03-2024,10,Yes,553.22,1,10,497.898,97.44577981,37,1121.579921,Festive Sale,0,Not Assigned,No,99.78,Cash On Delivery,New,No,Unknown,Shipped,Mumbai Wh,Referral,5900.518608,1680.878494,Yes,-5402.620608,2024,2,28,Wednesday,19.57143427,,,,,,,,
CUST00589,60,Female,Electronics,28-06-2024,03-07-2024,5,No,2924.01,6,0,17544.06,3573.091154,49,166522.4361,New Year Blast,0,Indiapost,Yes,65.05,Debit Card,Unknown,No,Tablet,Shipped,Mumbai Wh,Referral,11228.04443,2708.894488,No,6316.01557,2024,6,28,Friday,20.36638699,,,,,,,,
CUST02183,59,Female,Home,29-07-2022,31-07-2022,2,No,919.99,5,15,3909.9575,1786.453805,2,8394.389338,Festive Sale,0,Delhivery,Yes,140.86,Cash On Delivery,At Risk,No,Desktop,Delivered,Ahmedabad Wh,Referral,18429.12872,969.1731165,Yes,-14519.17122,2022,7,29,Friday,45.68985226,,,,,,,,
CUST00910,57,Female,Toys,26-05-2023,03-06-2023,8,Yes,2687.06,6,5,15316.242,6014.121686,49,83538.48521,Summer Bonanza,0,Bluedart,No,74.84,Credit Card,At Risk,Yes,Unknown,Delivered,Ahmedabad Wh,Facebook Ads,19687.3076,3156.277105,Yes,-4371.0656,2023,5,26,Friday,39.266301,,,,,,,,
CUST02130,33,Male,Sports,29-05-2024,30-05-2024,1,No,1929.34,5,5,9164.365,2655.005063,47,87684.62096,Summer Bonanza,583.95,Delhivery,Yes,149.66,Upi,New,Yes,Tablet,Delivered,Ahmedabad Wh,Organic,7332.476505,287.0628815,Yes,1831.888495,2024,5,29,Wednesday,28.97096594,,,,,,,,
CUST01293,25,Male,Health,02-03-2023,04-03-2023,2,No,3525.44,6,5,20095.008,3927.152287,49,62923.49507,New Year Blast,0,Indiapost,No,253.04,Cash On Delivery,Returning,Yes,Unknown,Cancelled,Delhi Wh,Email,11614.40258,446.6145885,Yes,8480.60542,2023,3,2,Thursday,19.54292473,,,,,,,,
CUST03157,34,Female,Sports,23-04-2022,24-04-2022,1,No,4379.84,3,0,13139.52,4246.438011,37,71587.12931,Clearance,0,Ecomexpress,No,276.75,Upi,New,Yes,Desktop,Delivered,Bangalore Wh,Organic,16964.55403,995.6232852,No,-3825.03403,2022,4,23,Saturday,32.31806041,,,,,,,,
CUST03199,55,Male,Toys,19-08-2024,29-08-2024,10,Yes,544.07,5,10,2448.315,642.5130537,48,7688.030557,No Campaign,0,Bluedart,Yes,249.25,Net Banking,At Risk,No,Unknown,Delivered,Ahmedabad Wh,Google Ads,5600.273564,2936.140577,Yes,-3151.958564,2024,8,19,Monday,26.24307141,,,,,,,,
CUST03360,63,Female,Beauty,24-10-2023,31-10-2023,7,No,5777.94,3,15,14733.747,5523.514632,16,133572.3575,No Campaign,0,Indiapost,No,227.31,Upi,Loyal,No,Tablet,Delivered,Mumbai Wh,Facebook Ads,9045.733944,3821.488418,Yes,5688.013056,2023,10,24,Tuesday,37.48886574,,,,,,,,
CUST01276,23,Male,Electronics,03-09-2024,05-09-2024,2,No,3599.85,5,0,17999.25,5058.97246,9,48825.50574,Festive Sale,149.04,Ecomexpress,No,207.17,Debit Card,Returning,Yes,Tablet,Delivered,Delhi Wh,Referral,3235.729833,3934.107383,No,14763.52017,2024,9,3,Tuesday,28.10657366,,,,,,,,
CUST03140,41,Female,Home,05-04-2023,12-04-2023,7,Yes,5589.95,4,20,17887.84,2451.672853,7,69044.70338,New Year Blast,374.87,Not Assigned,Yes,296.39,Unknown,New,No,Unknown,Shipped,Delhi Wh,Organic,13120.23297,1455.527456,Yes,4767.60703,2023,4,5,Wednesday,13.70580715,,,,,,,,
CUST01852,22,Male,Toys,05-04-2022,13-04-2022,8,No,5066.38,4,0,20265.52,4319.864892,38,186840.0195,No Campaign,471.33,Bluedart,No,129.84,Debit Card,Loyal,Yes,Mobile,Delivered,Mumbai Wh,Referral,283.0492274,1982.609558,No,19982.47077,2022,4,5,Tuesday,21.31632888,,,,,,,,
CUST03668,42,Female,Health,08-02-2022,20-02-2022,12,Yes,2896.68,6,15,14773.068,5057.051,5,28264.29796,Clearance,0,Indiapost,No,90.82,Credit Card,New,No,Tablet,Delivered,Ahmedabad Wh,Referral,9096.304062,1245.377249,Yes,5676.763938,2022,2,8,Tuesday,34.23155569,,,,,,,,
CUST00923,49,Male,Health,24-01-2023,01-02-2023,8,Yes,852.2,2,0,1704.4,514.3813759,10,16051.58103,No Campaign,145.77,Not Assigned,Yes,211.44,Cash On Delivery,Unknown,Yes,Mobile,Cancelled,Delhi Wh,Facebook Ads,18597.07084,277.9751758,No,-16892.67084,2023,1,24,Tuesday,30.17961605,,,,,,,,
CUST00773,61,Male,Beauty,25-08-2024,01-09-2024,7,No,2374.87,2,5,4512.253,1938.18032,11,7698.654082,Summer Bonanza,344.9,Ecomexpress,No,194.05,Credit Card,Loyal,Yes,Unknown,Delivered,Mumbai Wh,Organic,17966.58874,2525.779478,Yes,-13454.33574,2024,8,25,Sunday,42.95371558,,,,,,,,
CUST02172,58,Female,Electronics,01-05-2024,13-05-2024,12,Yes,3633.58,3,15,9265.629,4404.03531,22,60454.7712,Summer Bonanza,0,Indiapost,Yes,161.39,Unknown,At Risk,Yes,Tablet,Delivered,Ahmedabad Wh,Facebook Ads,16114.64176,2770.814688,Yes,-6849.01276,2024,5,1,Wednesday,47.53088333,,,,,,,,
CUST03987,43,Male,Home,03-05-2023,04-05-2023,1,No,2577.29,1,0,2577.29,619.6427132,29,14953.2534,Summer Bonanza,342.31,Ecomexpress,No,175.2,Credit Card,New,Yes,Unknown,Shipped,Delhi Wh,Referral,2994.950309,4681.910489,No,-417.660309,2023,5,3,Wednesday,24.04241328,,,,,,,,
CUST00093,38,Female,Electronics,05-03-2023,07-03-2023,2,No,2890.09,5,15,12282.8825,3281.582103,17,32623.31849,Summer Bonanza,536.82,Not Assigned,No,101.46,Cash On Delivery,New,Yes,Unknown,Returned,Delhi Wh,Organic,10501.1491,3588.199836,Yes,1781.7334,2023,3,5,Sunday,26.71671005,,,,,,,,
CUST00492,32,Female,Electronics,15-01-2024,22-01-2024,7,No,2008.49,6,15,10243.299,3006.762007,21,94397.88553,New Year Blast,228.01,Indiapost,No,255.76,Credit Card,New,No,Tablet,Shipped,Bangalore Wh,Referral,14438.95435,4678.08517,Yes,-4195.65535,2024,1,15,Monday,29.35345348,,,,,,,,
CUST02402,57,Female,Electronics,01-11-2023,09-11-2023,8,No,769.14,5,15,3268.845,673.0489553,12,21937.17115,Summer Bonanza,242.83,Not Assigned,Yes,207.71,Credit Card,Unknown,No,Tablet,Delivered,Bangalore Wh,Referral,2203.236898,1469.566591,Yes,1065.608102,2023,11,1,Wednesday,20.58980941,,,,,,,,
CUST01180,28,Female,Health,20-04-2022,01-05-2022,11,Yes,5693.48,5,20,22773.92,6112.271151,27,146502.0758,New Year Blast,0,Indiapost,Yes,95.07,Credit Card,At Risk,No,Desktop,Delivered,Delhi Wh,Organic,3110.67824,3650.585737,Yes,19663.24176,2022,4,20,Wednesday,26.83890675,,,,,,,,
CUST01787,63,Male,Sports,14-04-2023,20-04-2023,6,No,1035.29,3,15,2639.9895,617.9047575,43,6301.999415,No Campaign,0,Bluedart,Yes,64.58,Upi,Loyal,Yes,Unknown,Delivered,Delhi Wh,Email,993.3005458,3031.627641,Yes,1646.688954,2023,4,14,Friday,23.40557633,,,,,,,,
CUST02719,64,Male,Health,23-10-2023,31-10-2023,8,No,3962.52,3,15,10104.426,4777.547272,1,92060.19493,Clearance,657.1,Bluedart,Yes,270.88,Credit Card,Loyal,No,Mobile,Delivered,Delhi Wh,Facebook Ads,6596.857685,1554.307473,Yes,3507.568315,2023,10,23,Monday,47.28172854,,,,,,,,
CUST02141,36,Male,Home,14-08-2024,15-08-2024,1,No,3110.45,3,15,7931.6475,2645.042107,15,65873.48711,Clearance,373.7,Not Assigned,No,48.19,Unknown,New,Yes,Tablet,Delivered,Ahmedabad Wh,Referral,10248.02035,1526.094862,Yes,-2316.37285,2024,8,14,Wednesday,33.34795334,,,,,,,,
CUST03824,49,Male,Beauty,06-09-2022,08-09-2022,2,No,862.5,5,10,3881.25,959.7162153,29,35620.83375,Festive Sale,192.1,Not Assigned,No,126.91,Upi,Loyal,No,Tablet,Shipped,Bangalore Wh,Facebook Ads,17094.76007,4900.456712,Yes,-13213.51007,2022,9,6,Tuesday,24.72698783,,,,,,,,
CUST02952,62,Female,Beauty,17-07-2022,26-07-2022,9,No,2158.18,3,0,6474.54,2477.573887,6,54053.295,Festive Sale,129.22,Delhivery,No,117.77,Debit Card,New,Yes,Unknown,Delivered,Mumbai Wh,Facebook Ads,1856.273402,213.7367204,No,4618.266598,2022,7,17,Sunday,38.26640791,,,,,,,,
CUST01054,25,Female,Home,03-12-2023,13-12-2023,10,Yes,4013.7,3,20,9632.88,3226.188671,23,80578.85398,No Campaign,281.72,Not Assigned,No,263.44,Cash On Delivery,Unknown,Yes,Desktop,Delivered,Delhi Wh,Organic,1310.834074,4533.684598,Yes,8322.045926,2023,12,3,Sunday,33.49142386,,,,,,,,
CUST01976,25,Male,Toys,22-02-2024,02-03-2024,9,Yes,4196.43,6,10,22660.722,5434.810186,47,138778.7154,No Campaign,0,Bluedart,No,77.3,Net Banking,At Risk,No,Tablet,Delivered,Mumbai Wh,Organic,16117.24117,3881.260024,Yes,6543.48083,2024,2,22,Thursday,23.98339376,,,,,,,,
CUST02351,58,Male,Clothing,24-07-2024,01-08-2024,8,Yes,749.32,6,20,3596.736,971.3971068,32,6009.309379,Clearance,0,Indiapost,No,297.38,Cash On Delivery,At Risk,No,Desktop,Delivered,Mumbai Wh,Organic,10055.45314,2763.594578,Yes,-6458.71714,2024,7,24,Wednesday,27.00773998,,,,,,,,
CUST03403,30,Male,Toys,25-10-2022,28-10-2022,3,No,1970.74,3,5,5616.609,1550.617785,39,40268.31908,Clearance,0,Ecomexpress,Yes,79.54,Unknown,Loyal,Yes,Tablet,Returned,Mumbai Wh,Facebook Ads,9524.395079,4305.394756,Yes,-3907.786079,2022,10,25,Tuesday,27.60772176,,,,,,,,
CUST02493,29,Male,Home,02-06-2022,06-06-2022,4,No,4202.08,5,5,19959.88,5513.163623,28,144674.7034,Clearance,514.71,Delhivery,Yes,276.96,Upi,Loyal,No,Desktop,Delivered,Bangalore Wh,Organic,9617.855678,354.6366481,Yes,10342.02432,2022,6,2,Thursday,27.62122629,,,,,,,,
CUST02069,25,Male,Toys,02-12-2023,06-12-2023,4,No,3417.91,5,10,15380.595,4305.755932,47,49104.33242,Summer Bonanza,187.05,Ecomexpress,Yes,121.8,Cash On Delivery,Unknown,No,Desktop,Delivered,Bangalore Wh,Google Ads,7745.210873,2766.713566,Yes,7635.384127,2023,12,2,Saturday,27.99472928,,,,,,,,
CUST02567,47,Male,Clothing,16-02-2022,17-02-2022,1,No,2341.96,1,0,2341.96,1004.561364,2,17314.92613,Summer Bonanza,130.4,Delhivery,No,33.74,Net Banking,Unknown,No,Mobile,Delivered,Ahmedabad Wh,Facebook Ads,17750.82095,1498.574185,No,-15408.86095,2022,2,16,Wednesday,42.89404448,,,,,,,,
CUST03547,19,Male,Clothing,20-09-2023,02-10-2023,12,Yes,3876.84,5,5,18414.99,2987.37224,49,34762.36208,New Year Blast,63.28,Indiapost,No,138.98,Debit Card,Loyal,Yes,Mobile,Delivered,Mumbai Wh,Organic,10515.74317,148.042618,Yes,7899.24683,2023,9,20,Wednesday,16.22250265,,,,,,,,
CUST03875,19,Male,Toys,13-03-2024,15-03-2024,2,No,4962.26,4,5,18856.588,8917.815392,46,108503.0647,Summer Bonanza,0,Ecomexpress,Yes,88.62,Net Banking,Unknown,No,Mobile,Delivered,Mumbai Wh,Referral,19482.96994,3133.330795,Yes,-626.38194,2024,3,13,Wednesday,47.29283682,,,,,,,,
CUST03050,64,Female,Health,24-03-2024,05-04-2024,12,Yes,2489.26,5,15,10579.355,1737.148817,17,71767.29183,Summer Bonanza,400.83,Not Assigned,Yes,158.53,Unknown,New,Yes,Desktop,Shipped,Bangalore Wh,Facebook Ads,16961.21377,3323.027097,Yes,-6381.85877,2024,3,24,Sunday,16.42017701,,,,,,,,
CUST03450,37,Male,Toys,03-10-2023,08-10-2023,5,No,1561.21,6,10,8430.534,2947.281941,47,82751.4032,Clearance,378.1,Delhivery,No,188.75,Net Banking,Returning,No,Unknown,Delivered,Mumbai Wh,Email,14803.90613,2994.802515,Yes,-6373.37213,2023,10,3,Tuesday,34.95961159,,,,,,,,
CUST00752,28,Male,Beauty,02-08-2024,03-08-2024,1,No,1241.72,4,5,4718.536,1541.683543,26,12332.10513,Clearance,346.5,Indiapost,No,146.36,Credit Card,Loyal,Yes,Unknown,Delivered,Bangalore Wh,Email,12796.91804,2013.421512,Yes,-8078.38204,2024,8,2,Friday,32.67292107,,,,,,,,
CUST01019,51,Male,Beauty,25-01-2024,03-02-2024,9,No,4848.28,6,15,24726.228,11537.48351,27,120226.3517,Summer Bonanza,468.34,Not Assigned,No,186.96,Cash On Delivery,Loyal,No,Unknown,Delivered,Delhi Wh,Facebook Ads,16736.37039,4040.931549,Yes,7989.85761,2024,1,25,Thursday,46.66091209,,,,,,,,
CUST02474,53,Female,Clothing,18-09-2022,21-09-2022,3,No,1001.31,6,15,5106.681,1156.30988,29,12444.12436,Clearance,0,Not Assigned,No,243.91,Credit Card,Loyal,No,Unknown,Cancelled,Delhi Wh,Facebook Ads,17658.26803,1781.477813,Yes,-12551.58703,2022,9,18,Sunday,22.64308031,,,,,,,,
CUST03599,61,Female,Beauty,04-10-2022,15-10-2022,11,Yes,541.32,3,15,1380.366,140.6461085,12,12062.74459,Clearance,279.11,Bluedart,No,73.58,Net Banking,Returning,Yes,Mobile,Cancelled,Mumbai Wh,Email,2838.169123,3059.395457,Yes,-1457.803123,2022,10,4,Tuesday,10.18904468,,,,,,,,
CUST00172,56,Male,Electronics,20-11-2023,23-11-2023,3,No,2357.54,1,5,2239.663,775.1104177,30,16056.59702,Summer Bonanza,0,Indiapost,No,211.52,Credit Card,New,No,Unknown,Delivered,Ahmedabad Wh,Referral,7322.871432,4980.683807,Yes,-5083.208432,2023,11,20,Monday,34.60835035,,,,,,,,
CUST03024,62,Female,Sports,23-07-2022,24-07-2022,1,No,1186.1,4,20,3795.52,1025.013896,12,23273.18139,No Campaign,0,Ecomexpress,No,33.64,Net Banking,At Risk,No,Tablet,Delivered,Bangalore Wh,Referral,16147.88936,4244.657332,Yes,-12352.36936,2022,7,23,Saturday,27.00588842,,,,,,,,
CUST03014,47,Female,Health,20-11-2024,25-11-2024,5,No,3483.57,2,10,6270.426,2510.982574,43,58782.43722,Summer Bonanza,271.63,Bluedart,Yes,148.27,Cash On Delivery,New,Yes,Tablet,Shipped,Delhi Wh,Referral,4581.85211,3256.947825,Yes,1688.57389,2024,11,20,Wednesday,40.04484821,,,,,,,,
CUST03709,47,Female,Toys,09-01-2024,15-01-2024,6,No,3009.63,2,0,6019.26,2097.702498,16,38329.15753,Summer Bonanza,0,Not Assigned,No,48.46,Cash On Delivery,Loyal,No,Mobile,Cancelled,Delhi Wh,Google Ads,11806.72168,3403.430832,No,-5787.46168,2024,1,9,Tuesday,34.84984031,,,,,,,,
CUST02749,36,Male,Home,09-11-2024,15-11-2024,6,No,4742.75,5,5,22528.0625,8184.788631,4,78877.60636,No Campaign,0,Ecomexpress,No,231.58,Cash On Delivery,Returning,No,Unknown,Shipped,Mumbai Wh,Google Ads,15652.92009,4220.905839,Yes,6875.14241,2024,11,9,Saturday,36.33152487,,,,,,,,
CUST03405,63,Male,Sports,25-04-2022,01-05-2022,6,No,2990.35,2,0,5980.7,2898.517881,30,55737.06055,New Year Blast,0,Not Assigned,No,35.47,Unknown,Unknown,No,Unknown,Shipped,Bangalore Wh,Referral,4633.970086,961.4664052,No,1346.729914,2022,4,25,Monday,48.46452557,,,,,,,,
CUST01962,33,Female,Beauty,03-10-2022,07-10-2022,4,No,593.53,2,0,1187.06,155.3523502,1,4370.378684,New Year Blast,539.7,Delhivery,No,288.13,Cash On Delivery,Loyal,Yes,Desktop,Delivered,Mumbai Wh,Email,8159.878861,640.0216978,No,-6972.818861,2022,10,3,Monday,13.08715231,,,,,,,,
CUST01730,61,Male,Home,12-07-2023,22-07-2023,10,Yes,3386.53,5,10,15239.385,4079.874759,23,76894.90097,New Year Blast,0,Ecomexpress,Yes,83.81,Upi,Returning,Yes,Desktop,Delivered,Bangalore Wh,Google Ads,18319.29036,1182.384528,Yes,-3079.90536,2023,7,12,Wednesday,26.77191211,,,,,,,,
CUST00745,61,Female,Health,17-11-2023,26-11-2023,9,No,4518.82,3,0,13556.46,5012.500143,17,110091.7678,Clearance,0,Ecomexpress,No,94.8,Cash On Delivery,New,No,Mobile,Shipped,Ahmedabad Wh,Organic,7248.846711,3748.245191,No,6307.613289,2023,11,17,Friday,36.97499305,,,,,,,,
CUST03619,23,Male,Toys,04-02-2023,13-02-2023,9,Yes,2497.56,1,5,2372.682,748.7634836,3,7206.074316,No Campaign,0,Not Assigned,No,158.31,Unknown,Returning,No,Tablet,Returned,Bangalore Wh,Google Ads,12173.45464,3871.689472,Yes,-9800.77264,2023,2,4,Saturday,31.55768382,,,,,,,,
CUST03168,39,Male,Home,30-10-2023,05-11-2023,6,No,1535.12,3,20,3684.288,1506.768129,4,31909.25434,New Year Blast,0,Indiapost,No,168.15,Net Banking,Returning,No,Mobile,Delivered,Delhi Wh,Email,8790.128265,238.1691792,Yes,-5105.840265,2023,10,30,Monday,40.89713206,,,,,,,,
CUST03770,30,Female,Electronics,03-08-2024,09-08-2024,6,No,2607.29,4,20,8343.328,3165.090257,43,33227.1983,Clearance,82.47,Not Assigned,No,94.59,Cash On Delivery,Unknown,No,Unknown,Delivered,Mumbai Wh,Email,17565.27367,393.8908128,Yes,-9221.94567,2024,8,3,Saturday,37.93558466,,,,,,,,
CUST01890,37,Female,Beauty,05-01-2022,06-01-2022,1,No,2356.64,5,20,9426.56,3094.354696,40,44925.74093,Festive Sale,418.37,Ecomexpress,No,180.86,Credit Card,At Risk,Yes,Desktop,Returned,Bangalore Wh,Facebook Ads,8598.122738,4909.668955,Yes,828.437262,2022,1,5,Wednesday,32.8259163,,,,,,,,
CUST03768,37,Female,Electronics,20-11-2024,30-11-2024,10,Yes,1851.87,1,10,1666.683,408.1976349,41,9232.756086,Clearance,0,Indiapost,No,275.66,Cash On Delivery,New,No,Unknown,Delivered,Delhi Wh,Email,7312.706534,2511.304156,Yes,-5646.023534,2024,11,20,Wednesday,24.49161808,,,,,,,,
CUST02223,56,Male,Toys,06-11-2022,07-11-2022,1,No,3147.85,4,20,10073.12,3446.19949,36,97022.49122,No Campaign,0,Bluedart,No,126.03,Debit Card,Unknown,Yes,Mobile,Shipped,Mumbai Wh,Referral,3630.796244,2725.926822,Yes,6442.323756,2022,11,6,Sunday,34.21183794,,,,,,,,
CUST00187,61,Female,Sports,22-12-2023,01-01-2024,10,Yes,2946.42,3,15,7513.371,3391.527011,37,68870.76986,New Year Blast,0,Not Assigned,No,44.47,Upi,Unknown,Yes,Desktop,Delivered,Mumbai Wh,Email,7114.99588,3099.692879,Yes,398.37512,2023,12,22,Friday,45.13988476,,,,,,,,
CUST02810,32,Male,Clothing,26-08-2023,01-09-2023,6,No,1151.17,6,0,6907.02,2700.451552,27,32213.37125,New Year Blast,163.39,Delhivery,Yes,266.94,Debit Card,New,Yes,Mobile,Delivered,Ahmedabad Wh,Google Ads,13457.17692,4825.772279,No,-6550.15692,2023,8,26,Saturday,39.09720186,,,,,,,,
CUST03047,50,Female,Clothing,08-04-2024,20-04-2024,12,Yes,4033.59,3,0,12100.77,3680.107956,38,38965.59139,Summer Bonanza,389.57,Bluedart,No,130.04,Net Banking,Loyal,Yes,Mobile,Delivered,Delhi Wh,Google Ads,3681.054466,881.5500075,No,8419.715534,2024,4,8,Monday,30.41218002,,,,,,,,
CUST00852,30,Female,Sports,29-07-2024,06-08-2024,8,No,3583.08,2,0,7166.16,1562.487486,19,38707.94539,No Campaign,0,Not Assigned,No,81.4,Credit Card,Loyal,No,Tablet,Delivered,Bangalore Wh,Google Ads,14166.40907,3202.101309,No,-7000.24907,2024,7,29,Monday,21.80369244,,,,,,,,
CUST02152,19,Male,Beauty,28-08-2023,30-08-2023,2,No,2706.23,4,15,9201.182,4159.325085,26,63761.13513,Summer Bonanza,455.76,Indiapost,No,89.57,Debit Card,Loyal,No,Unknown,Delivered,Delhi Wh,Email,410.8112068,471.453687,Yes,8790.370793,2023,8,28,Monday,45.20424751,,,,,,,,
CUST01247,62,Male,Electronics,03-05-2022,07-05-2022,4,No,3556.65,2,0,7113.3,3191.157863,3,56726.97343,Festive Sale,0,Delhivery,No,102.74,Cash On Delivery,At Risk,Yes,Tablet,Delivered,Mumbai Wh,Referral,7465.669507,2615.879582,No,-352.369507,2022,5,3,Tuesday,44.86184841,,,,,,,,
CUST00506,63,Female,Beauty,14-09-2023,22-09-2023,8,Yes,3883.06,3,15,9901.803,3331.628325,16,53161.13467,Summer Bonanza,0,Ecomexpress,No,155.25,Debit Card,Loyal,No,Unknown,Cancelled,Ahmedabad Wh,Referral,9425.509646,2257.303986,Yes,476.293354,2023,9,14,Thursday,33.64668359,,,,,,,,
CUST02848,59,Female,Electronics,06-06-2022,18-06-2022,12,Yes,5890.13,6,10,31806.702,13147.89901,39,219281.3403,No Campaign,695.44,Delhivery,No,204.11,Net Banking,Unknown,Yes,Desktop,Returned,Bangalore Wh,Facebook Ads,2103.182694,1414.121886,Yes,29703.51931,2022,6,6,Monday,41.33688243,,,,,,,,
CUST03152,49,Male,Clothing,17-09-2022,23-09-2022,6,No,3688.98,4,5,14018.124,2975.447598,12,53159.41168,Festive Sale,241.85,Bluedart,No,46.89,Net Banking,New,No,Desktop,Delivered,Ahmedabad Wh,Organic,13745.12852,2258.708311,Yes,272.99548,2022,9,17,Saturday,21.22571892,,,,,,,,
CUST01384,62,Female,Toys,24-05-2023,03-06-2023,10,Yes,3452.45,4,0,13809.8,4844.061285,5,96534.69656,Festive Sale,333.53,Bluedart,No,233.84,Debit Card,At Risk,Yes,Desktop,Delivered,Ahmedabad Wh,Referral,2234.586805,3521.463813,No,11575.2132,2023,5,24,Wednesday,35.07698363,,,,,,,,
CUST02547,64,Female,Electronics,16-09-2023,18-09-2023,2,No,3024.71,3,0,9074.13,2541.542011,33,82006.54862,Clearance,0,Delhivery,No,117.21,Debit Card,Loyal,No,Mobile,Delivered,Delhi Wh,Google Ads,1981.243458,4220.812703,No,7092.886542,2023,9,16,Saturday,28.0086577,,,,,,,,
CUST02707,58,Female,Electronics,21-02-2023,03-03-2023,10,Yes,4940.05,1,15,4199.0425,1622.83065,46,34260.01554,New Year Blast,0,Indiapost,No,223.28,Debit Card,New,Yes,Mobile,Delivered,Mumbai Wh,Facebook Ads,7485.075312,3946.033256,Yes,-3286.032812,2023,2,21,Tuesday,38.64763574,,,,,,,,
CUST01787,42,Male,Electronics,16-05-2022,28-05-2022,12,Yes,5096.16,6,0,30576.96,5070.910045,28,170870.3161,No Campaign,301.02,Not Assigned,No,81.97,Upi,At Risk,No,Mobile,Delivered,Mumbai Wh,Referral,14818.30842,2965.830213,No,15758.65158,2022,5,16,Monday,16.5840883,,,,,,,,
CUST01370,35,Male,Electronics,07-02-2024,13-02-2024,6,No,1346.55,6,15,6867.405,2255.923488,44,20882.7259,Festive Sale,0,Ecomexpress,Yes,135.58,Unknown,Unknown,No,Unknown,Delivered,Bangalore Wh,Referral,19280.7642,4495.196151,Yes,-12413.3592,2024,2,7,Wednesday,32.84972254,,,,,,,,
CUST00956,64,Female,Health,29-03-2024,01-04-2024,3,No,2221.9,2,15,3777.23,1177.898117,9,34914.87073,Summer Bonanza,0,Indiapost,No,137.52,Debit Card,Loyal,Yes,Mobile,Delivered,Ahmedabad Wh,Organic,15565.1531,3499.867513,Yes,-11787.9231,2024,3,29,Friday,31.18417774,,,,,,,,
CUST02265,35,Female,Sports,08-11-2022,10-11-2022,2,No,287.45,4,20,919.84,-6.393705867,20,2199.412207,Clearance,472.5,Indiapost,No,263.62,Net Banking,Loyal,No,Desktop,Delivered,Ahmedabad Wh,Organic,9426.892873,4207.500329,Yes,-8507.052873,2022,11,8,Tuesday,-0.695088914,,,,,,,,
CUST02798,57,Female,Home,18-03-2023,25-03-2023,7,Yes,2362.75,4,10,8505.9,1800.425654,40,59874.13339,Summer Bonanza,0,Delhivery,No,173.93,Credit Card,New,Yes,Mobile,Delivered,Ahmedabad Wh,Organic,5597.427647,2051.341799,Yes,2908.472353,2023,3,18,Saturday,21.16678604,,,,,,,,
CUST03273,26,Male,Beauty,20-09-2022,02-10-2022,12,Yes,5402.5,2,5,10264.75,2399.801967,14,55128.03156,No Campaign,181.33,Delhivery,No,103.12,Cash On Delivery,Returning,No,Mobile,Cancelled,Delhi Wh,Referral,6167.99191,3522.029067,Yes,4096.75809,2022,9,20,Tuesday,23.37905908,,,,,,,,
CUST02392,26,Male,Toys,01-07-2024,11-07-2024,10,Yes,1214.11,1,10,1092.699,195.0152306,12,3141.959346,No Campaign,151.66,Not Assigned,No,50.01,Debit Card,Loyal,No,Tablet,Delivered,Mumbai Wh,Referral,5817.232798,465.0774244,Yes,-4724.533798,2024,7,1,Monday,17.84711349,,,,,,,,
CUST01303,42,Male,Sports,13-11-2023,21-11-2023,8,No,1573.82,6,0,9442.92,3627.505663,17,25518.9876,No Campaign,0,Bluedart,Yes,77.58,Credit Card,New,No,Desktop,Shipped,Ahmedabad Wh,Google Ads,5710.791046,4789.97596,No,3732.128954,2023,11,13,Monday,38.41508414,,,,,,,,
CUST01116,38,Female,Clothing,22-08-2024,26-08-2024,4,No,5251.48,6,0,31508.88,6512.863078,29,304239.395,Summer Bonanza,254.02,Not Assigned,Yes,186.04,Cash On Delivery,Returning,No,Mobile,Returned,Ahmedabad Wh,Email,1568.100557,3183.614458,No,29940.77944,2024,8,22,Thursday,20.66992885,,,,,,,,
CUST03864,43,Female,Health,09-10-2023,10-10-2023,1,No,697.64,4,10,2511.504,256.9463328,25,4976.677409,Festive Sale,226.7,Bluedart,No,204.85,Debit Card,Unknown,No,Desktop,Returned,Mumbai Wh,Organic,4564.82898,4297.867253,Yes,-2053.32498,2023,10,9,Monday,10.23077538,,,,,,,,
